run,champion,runner_up
32333,Argentina,France
32334,Argentina,France
32335,Argentina,Spain
32336,Argentina,France
32337,Spain,Argentina
32338,France,Argentina
32339,Argentina,France
32340,Argentina,France
32341,Argentina,France
32342,Argentina,France
32343,Argentina,Spain
32344,Spain,Argentina
32345,Argentina,Spain
32346,Argentina,France
32347,Argentina,France
32348,Argentina,France
32349,Argentina,France
32350,Argentina,Spain
32351,Spain,Argentina
32352,Argentina,Spain
32353,Argentina,France
32354,Argentina,Spain
32355,Argentina,Spain
32356,France,Argentina
32357,England,Spain
32358,England,Spain
32359,France,Argentina
32360,France,Argentina
32361,Spain,Argentina
32362,Argentina,Spain
32363,Spain,Argentina
32364,Argentina,France
32365,Spain,Argentina
32366,Spain,England
32367,Spain,Argentina
32368,Argentina,Spain
32369,Argentina,France
32370,Argentina,France
32371,Spain,Argentina
32372,Spain,Argentina
32373,Argentina,France
32374,Argentina,Spain
32375,France,England
32376,France,Argentina
32377,Argentina,Spain
32378,Argentina,France
32379,Argentina,France
32380,England,France
32381,France,Argentina
32382,Spain,Argentina
32383,Argentina,France
32384,Argentina,France
32385,Spain,Argentina
32386,Spain,Argentina
32387,Argentina,France
32388,France,Argentina
32389,Argentina,France
32390,Argentina,Spain
32391,France,Argentina
32392,Argentina,Spain
32393,Argentina,Spain
32394,France,Argentina
32395,Argentina,France
32396,France,Argentina
32397,Argentina,Spain
32398,France,Argentina
32399,Argentina,France
32400,Argentina,France
32401,Spain,Argentina
32402,Argentina,France
32403,England,Spain
32404,Argentina,France
32405,France,Argentina
32406,Spain,Argentina
32407,Argentina,France
32408,Argentina,Spain
32409,France,Argentina
32410,Argentina,France
32411,England,France
32412,Spain,Argentina
32413,Argentina,France
32414,Argentina,France
32415,England,France
32416,England,France
32417,France,Argentina
32418,Spain,Argentina
32419,Argentina,France
32420,France,Argentina
32421,France,England
32422,Argentina,France
32423,Spain,Argentina
32424,Argentina,France
32425,Spain,Argentina
32426,Argentina,France
32427,Argentina,France
32428,England,France
32429,Argentina,France
32430,Argentina,France
32431,England,Spain
32432,Argentina,France
32433,Argentina,France
32434,England,France
32435,Argentina,France
32436,Argentina,France
32437,France,Argentina
32438,Argentina,Spain
32439,France,Argentina
32440,Argentina,Spain
32441,England,France
32442,Argentina,France
32443,France,Argentina
32444,Argentina,France
32445,Spain,England
32446,Spain,Argentina
32447,France,England
32448,Spain,Argentina
32449,Argentina,Spain
32450,France,Argentina
32451,Argentina,Spain
32452,Argentina,Spain
32453,Argentina,Spain
32454,Argentina,France
32455,Spain,England
32456,Argentina,France
32457,Argentina,Spain
32458,Spain,Argentina
32459,Argentina,France
32460,France,Argentina
32461,Spain,England
32462,Spain,Argentina
32463,France,Argentina
32464,France,Argentina
32465,England,France
32466,Spain,Argentina
32467,Argentina,France
32468,Spain,England
32469,Argentina,Spain
32470,Argentina,France
32471,Argentina,France
32472,France,Argentina
32473,Spain,England
32474,Argentina,Spain
32475,Spain,Argentina
32476,France,England
32477,Spain,Argentina
32478,Argentina,Spain
32479,Argentina,Spain
32480,Argentina,France
32481,Spain,Argentina
32482,Argentina,France
32483,Argentina,Spain
32484,Argentina,France
32485,Argentina,Spain
32486,Spain,Argentina
32487,Argentina,France
32488,France,Argentina
32489,Argentina,France
32490,Spain,England
32491,Spain,Argentina
32492,Argentina,France
32493,Argentina,Spain
32494,Argentina,Spain
32495,Argentina,Spain
32496,England,France
32497,Spain,England
32498,Spain,Argentina
32499,France,Argentina
32500,Argentina,France
32501,England,Spain
32502,France,Argentina
32503,France,England
32504,France,Argentina
32505,Argentina,France
32506,Argentina,France
32507,Argentina,France
32508,Argentina,France
32509,Spain,England
32510,Argentina,France
32511,Argentina,Spain
32512,Argentina,Spain
32513,France,Argentina
32514,Argentina,France
32515,Argentina,France
32516,Argentina,France
32517,Argentina,Spain
32518,Spain,England
32519,Spain,England
32520,Spain,Argentina
32521,Spain,Argentina
32522,Argentina,Spain
32523,Argentina,France
32524,Argentina,France
32525,Argentina,France
32526,England,Spain
32527,Argentina,Spain
32528,Argentina,France
32529,France,Argentina
32530,France,Argentina
32531,Argentina,France
32532,Spain,Argentina
32533,France,Argentina
32534,Argentina,Spain
32535,France,Argentina
32536,France,England
32537,Argentina,Spain
32538,Argentina,Spain
32539,France,England
32540,Argentina,France
32541,Argentina,Spain
32542,England,Spain
32543,Spain,Argentina
32544,Argentina,France
32545,Argentina,Spain
32546,Spain,Argentina
32547,France,England
32548,Argentina,Spain
32549,Argentina,France
32550,France,England
32551,Argentina,Spain
32552,France,Argentina
32553,Spain,England
32554,Argentina,Spain
32555,Argentina,Spain
32556,France,Argentina
32557,Argentina,France
32558,France,Argentina
32559,Argentina,France
32560,Argentina,France
32561,France,Argentina
32562,France,Argentina
32563,France,Argentina
32564,France,Argentina
32565,Argentina,France
32566,Argentina,France
32567,Argentina,France
32568,Argentina,Spain
32569,Spain,England
32570,Argentina,France
32571,France,England
32572,Argentina,Spain
32573,Argentina,Spain
32574,France,Argentina
32575,Argentina,Spain
32576,England,Spain
32577,France,Argentina
32578,France,Argentina
32579,Spain,Argentina
32580,Argentina,France
32581,France,Argentina
32582,Spain,Argentina
32583,France,Argentina
32584,France,England
32585,France,Argentina
32586,Argentina,France
32587,Spain,Argentina
32588,France,Argentina
32589,Argentina,France
32590,Argentina,France
32591,Argentina,Spain
32592,Argentina,France
32593,France,Argentina
32594,England,France
32595,Argentina,France
32596,Spain,Argentina
32597,Argentina,France
32598,Argentina,France
32599,Argentina,Spain
32600,Spain,Argentina
32601,Argentina,Spain
32602,Spain,England
32603,Argentina,France
32604,Argentina,France
32605,Spain,Argentina
32606,Argentina,France
32607,Argentina,Spain
32608,Spain,England
32609,Argentina,France
32610,Argentina,Spain
32611,France,Argentina
32612,Argentina,France
32613,France,Argentina
32614,Argentina,France
32615,Argentina,Spain
32616,France,Argentina
32617,Argentina,Spain
32618,Argentina,Spain
32619,Argentina,Spain
32620,Argentina,Spain
32621,France,England
32622,Argentina,France
32623,Spain,England
32624,Spain,Argentina
32625,France,Argentina
32626,Argentina,France
32627,Argentina,France
32628,France,Argentina
32629,Spain,England
32630,Argentina,France
32631,Argentina,Spain
32632,Argentina,Spain
32633,France,Argentina
32634,Argentina,France
32635,Spain,Argentina
32636,France,England
32637,Spain,Argentina
32638,Argentina,France
32639,Argentina,Spain
32640,France,Argentina
32641,Argentina,France
32642,Argentina,France
32643,Argentina,France
32644,England,France
32645,Argentina,Spain
32646,Argentina,Spain
32647,Argentina,France
32648,France,England
32649,France,England
32650,Argentina,France
32651,Argentina,France
32652,France,Argentina
32653,Spain,Argentina
32654,Argentina,Spain
32655,Argentina,France
32656,France,Argentina
32657,France,Argentina
32658,Argentina,France
32659,France,Argentina
32660,Argentina,France
32661,Argentina,France
32662,France,England
32663,Argentina,France
32664,Spain,Argentina
32665,Argentina,France
32666,Argentina,France
32667,Spain,Argentina
32668,Spain,Argentina
32669,Argentina,Spain
32670,Spain,Argentina
32671,Argentina,France
32672,Spain,England
32673,France,Argentina
32674,Spain,Argentina
32675,Argentina,Spain
32676,France,Argentina
32677,Argentina,France
32678,France,Argentina
32679,Argentina,Spain
32680,France,Argentina
32681,Argentina,France
32682,Argentina,Spain
32683,Argentina,Spain
32684,Argentina,France
32685,Argentina,Spain
32686,Argentina,France
32687,France,Argentina
32688,Spain,Argentina
32689,France,Argentina
32690,Argentina,Spain
32691,France,Argentina
32692,Argentina,France
32693,Argentina,Spain
32694,Argentina,Spain
32695,Argentina,France
32696,Argentina,France
32697,France,England
32698,France,Argentina
32699,Argentina,France
32700,Spain,England
32701,Argentina,Spain
32702,Spain,Argentina
32703,France,England
32704,Argentina,France
32705,Argentina,Spain
32706,England,France
32707,Argentina,France
32708,France,Argentina
32709,Spain,Argentina
32710,Spain,Argentina
32711,Spain,Argentina
32712,Argentina,France
32713,France,Argentina
32714,France,Argentina
32715,Argentina,Spain
32716,Argentina,France
32717,Argentina,Spain
32718,Argentina,Spain
32719,Spain,Argentina
32720,France,Argentina
32721,Argentina,Spain
32722,Spain,Argentina
32723,Spain,England
32724,Spain,Argentina
32725,Argentina,France
32726,France,Argentina
32727,Spain,England
32728,Argentina,Spain
32729,Argentina,Spain
32730,France,Argentina
32731,Argentina,Spain
32732,Argentina,France
32733,France,England
32734,Spain,England
32735,Spain,Argentina
32736,Spain,Argentina
32737,Argentina,France
32738,France,Argentina
32739,Argentina,France
32740,Argentina,Spain
32741,France,Argentina
32742,France,Argentina
32743,Argentina,Spain
32744,Argentina,Spain
32745,Argentina,France
32746,Argentina,Spain
32747,Argentina,Spain
32748,Argentina,France
32749,England,Spain
32750,France,England
32751,France,Argentina
32752,Spain,Argentina
32753,Spain,Argentina
32754,Argentina,France
32755,Spain,Argentina
32756,France,Argentina
32757,Argentina,France
32758,Argentina,France
32759,England,France
32760,Spain,Argentina
32761,France,Argentina
32762,Argentina,Spain
32763,France,Argentina
32764,Spain,Argentina
32765,Spain,Argentina
32766,Spain,Argentina
32767,Argentina,France
32768,Argentina,Spain
32769,Spain,Argentina
32770,Argentina,France
32771,France,Argentina
32772,France,Argentina
32773,Argentina,France
32774,England,France
32775,Spain,England
32776,Argentina,Spain
32777,Argentina,France
32778,Argentina,France
32779,Argentina,Spain
32780,Spain,England
32781,Argentina,France
32782,Argentina,France
32783,England,Spain
32784,Spain,Argentina
32785,Spain,England
32786,England,France
32787,France,Argentina
32788,Argentina,France
32789,France,Argentina
32790,Spain,Argentina
32791,Argentina,Spain
32792,Argentina,France
32793,France,England
32794,France,Argentina
32795,Argentina,France
32796,Spain,England
32797,France,Argentina
32798,France,Argentina
32799,Argentina,Spain
32800,Argentina,France
32801,England,France
32802,Spain,Argentina
32803,Argentina,France
32804,Argentina,Spain
32805,France,Argentina
32806,Spain,England
32807,Argentina,France
32808,Spain,Argentina
32809,Spain,Argentina
32810,Argentina,France
32811,Argentina,France
32812,Argentina,France
32813,Spain,Argentina
32814,France,Argentina
32815,France,Argentina
32816,Argentina,Spain
32817,Argentina,Spain
32818,Argentina,France
32819,England,Spain
32820,England,France
32821,Argentina,France
32822,Spain,Argentina
32823,Spain,Argentina
32824,France,Argentina
32825,Argentina,France
32826,France,Argentina
32827,France,Argentina
32828,France,England
32829,Spain,Argentina
32830,France,Argentina
32831,France,Argentina
32832,England,Spain
32833,Argentina,Spain
32834,Spain,Argentina
32835,France,Argentina
32836,Argentina,Spain
32837,Spain,Argentina
32838,France,England
32839,France,England
32840,Argentina,France
32841,France,Argentina
32842,Argentina,France
32843,Argentina,France
32844,France,Argentina
32845,Spain,England
32846,France,Argentina
32847,Spain,Argentina
32848,Argentina,France
32849,Argentina,France
32850,England,France
32851,England,France
32852,Spain,England
32853,France,Argentina
32854,France,Argentina
32855,Spain,England
32856,France,England
32857,Spain,Argentina
32858,Argentina,France
32859,Spain,Argentina
32860,Argentina,France
32861,Argentina,France
32862,Spain,Argentina
32863,France,England
32864,France,Argentina
32865,Argentina,France
32866,Argentina,France
32867,France,England
32868,Spain,Argentina
32869,Argentina,France
32870,Argentina,Spain
32871,Spain,Argentina
32872,Spain,England
32873,Argentina,France
32874,Argentina,Spain
32875,England,Spain
32876,France,Argentina
32877,Argentina,Spain
32878,Argentina,France
32879,England,France
32880,France,Argentina
32881,Argentina,Spain
32882,France,Argentina
32883,Argentina,Spain
32884,Spain,Argentina
32885,Argentina,France
32886,Spain,England
32887,Argentina,France
32888,Argentina,France
32889,Spain,Argentina
32890,Argentina,Spain
32891,France,Argentina
32892,Argentina,Spain
32893,Spain,Argentina
32894,Spain,Argentina
32895,France,Argentina
32896,Argentina,Spain
32897,Argentina,France
32898,Spain,Argentina
32899,France,Argentina
32900,Argentina,France
32901,Argentina,France
32902,Argentina,France
32903,Argentina,Spain
32904,France,Argentina
32905,England,France
32906,Argentina,Spain
32907,Argentina,France
32908,France,Argentina
32909,Spain,Argentina
32910,Argentina,Spain
32911,Argentina,France
32912,France,England
32913,France,England
32914,Spain,Argentina
32915,France,Argentina
32916,Argentina,France
32917,Argentina,Spain
32918,Spain,Argentina
32919,Spain,England
32920,Argentina,Spain
32921,Argentina,France
32922,France,Argentina
32923,Argentina,France
32924,France,Argentina
32925,England,France
32926,Spain,Argentina
32927,Argentina,France
32928,Argentina,France
32929,France,Argentina
32930,Argentina,France
32931,Spain,Argentina
32932,Argentina,Spain
32933,France,England
32934,Argentina,Spain
32935,Spain,Argentina
32936,Argentina,France
32937,Argentina,France
32938,Spain,Argentina
32939,Spain,Argentina
32940,Argentina,France
32941,France,England
32942,Argentina,France
32943,France,Argentina
32944,Argentina,Spain
32945,Argentina,France
32946,Argentina,France
32947,Argentina,Spain
32948,Argentina,France
32949,Argentina,Spain
32950,Argentina,France
32951,France,Argentina
32952,Spain,Argentina
32953,France,Argentina
32954,Argentina,France
32955,France,Argentina
32956,Spain,Argentina
32957,Argentina,France
32958,France,Argentina
32959,Spain,Argentina
32960,France,England
32961,France,Argentina
32962,Argentina,France
32963,Spain,England
32964,France,Argentina
32965,Argentina,France
32966,Argentina,Spain
32967,France,Argentina
32968,Argentina,Spain
32969,Argentina,Spain
32970,Argentina,France
32971,Argentina,France
32972,Argentina,Spain
32973,Argentina,France
32974,England,France
32975,Argentina,Spain
32976,Argentina,France
32977,Argentina,France
32978,France,Argentina
32979,France,Argentina
32980,Argentina,France
32981,France,Argentina
32982,France,Argentina
32983,France,Argentina
32984,Spain,Argentina
32985,Spain,Argentina
32986,Argentina,Spain
32987,Argentina,Spain
32988,France,Argentina
32989,France,Argentina
32990,Argentina,France
32991,France,Argentina
32992,Argentina,France
32993,Argentina,Spain
32994,Argentina,Spain
32995,Spain,England
32996,England,Spain
32997,Argentina,Spain
32998,Spain,Argentina
32999,Argentina,Spain
33000,Argentina,Spain
33001,Argentina,Spain
33002,Argentina,Spain
33003,France,Argentina
33004,Spain,Argentina
33005,Spain,Argentina
33006,Argentina,Spain
33007,France,Argentina
33008,Argentina,France
33009,Argentina,France
33010,Spain,England
33011,Argentina,France
33012,France,Argentina
33013,Spain,England
33014,France,Argentina
